ID,Start time,Completion time,Earlierwfh,Isguidelines,Guidelinesgiven,Devices,Useofdevicesbyothers,Assets,Devicesmanaged,Devicespec,Thirdpartyenv,Please describe how you obtain access to your corporate working environment.,"Were you asked to use applications or services that you were unfamiliar with, because of the need for remote working?",Awareness,Has your company adopted a specific collaboration solution?,Skills,Issues,Othercyberissues,Preference,WFHResults,I collaborate with my colleagues as effectively as when we are in office.,Satisfaction,"I have all the support i need to face any technical problems i have (eg. corporate access issues,  infrastructure failures, etc.).",I am proud to work for my organization.,I have access to the things I need to do my job well.,Age,Qualification,Role,Businessdomain,Designation,Comments
192,4-15-20 22:09:53,4-15-20 22:21:04,Yes,No,No,Laptop;,No,Corporate assets,No,Password protection;Antivirus software installed;Antispam software installed;,Direct access,No,No,No,No,No,None;,No,Undecided,Agree,Agree,Agree,Agree,Agree,Agree,35-44 years old,Bachelor’s degree,Other,Food,Manager,No
193,4-15-20 22:58:41,4-15-20 23:02:20,No,No,No,Laptop;Smartphone;,No,Corporate assets,"Yes, partly",Password protection;Two-factor authentication;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Real-time chatting;Teleconferencing;,None;,No,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Undecided,Agree,35-44 years old,Master’s degree,Other,Manufacturing ,Manager,No
194,4-16-20 10:11:55,4-16-20 10:15:07,Yes,No,No,Laptop;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,Yes,Instructions provided via email;,Yes,Real-time chatting;Teleconferencing;,None;,No,Undecided,Undecided,Undecided,Disagree,Disagree,Disagree,Agree,35-44 years old,Master’s degree,Other,Data Centers,Other,No
195,4-16-20 11:19:34,4-16-20 11:22:00,No,No,No,Laptop;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,35-44 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Manager,No
196,4-16-20 13:06:55,4-16-20 13:11:51,Yes,No,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;Hard disk encryption;Antivirus software installed;,Other,Both via VPN and with 3rd party cloud solutions (Microsoft 365),No,No,Yes,Document management;Real-time document co-authoring;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Undecided,Undecided,Disagree,Agree,Agree,Agree,Undecided,35-44 years old,Doctorate degree,Education & Research,No,Manager,No
197,4-16-20 14:02:56,4-16-20 14:14:41,Yes,No,No,Laptop;,No,Personal assets,No,Password protection;Automatic screen lock;Hard disk encryption;Antivirus software installed;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Teleconferencing;,None;,Spam emails and offers,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,35-44 years old,Doctorate degree,Education & Research,No,Researcher,No
198,4-16-20 14:22:58,4-16-20 14:28:13,Yes,No,No,Laptop;,No,Corporate assets,No,Password protection;Antivirus software installed;,Using VPN ,No,No,No,Yes,Document management;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Undecided,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,35-44 years old,Master’s degree,IT (Information Technology),No,IT professional,No
199,4-16-20 17:48:34,4-16-20 17:50:58,Yes,No,No,Laptop;Smartphone;,No,Corporate assets,No,Password protection;,No Access,No,No,No,No,No,None;,No,Disagree,Disagree,Undecided,Agree,Agree,Agree,Agree,35-44 years old,Doctorate degree,Education & Research,No,Researcher,No
200,4-16-20 20:18:50,4-16-20 20:30:43,Yes,No,No,Laptop;Smartphone;,No,Personal assets,No,Password protection;Antivirus software installed;,Direct access,No,Yes,Nothing of the above;,No,No,None;,No,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,25-34 years old,Doctorate degree,Health,No,Researcher,No
201,4-16-20 22:07:48,4-16-20 22:15:47,Yes,Yes,"Avoid using unsecure wireless connection
Be sure if Using safety relay at  the electrical circuit",Laptop;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time chatting;Teleconferencing;,None;,No,Disagree,Disagree,Disagree,Undecided,Disagree,Undecided,Disagree,45-54 years old,Master’s degree,Telecommunications,No,IT professional,No
202,4-16-20 22:17:19,4-16-20 22:20:31,No,Yes,Protect subscribers data,Laptop;,Yes,Personal assets,No,Password protection;Two-factor authentication;Automatic screen lock;Antivirus software installed;,Using VPN ,No,Yes,User manual documentation (distributed in any way);,No,No,None;,No,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,45-54 years old,Master’s degree,Telecommunications,No,Other,No
203,4-16-20 22:18:02,4-16-20 22:22:10,Yes,Yes,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Teleconferencing;,None;,No,Undecided,Undecided,Disagree,Agree,Strongly agree,Agree,Undecided,45-54 years old,Master’s degree,Telecommunications,No,Other,No
204,4-16-20 22:27:43,4-16-20 22:30:05,No,Yes,No,Laptop;Smartphone;,No,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Agree,Undecided,Agree,Undecided,Agree,Strongly agree,Agree,35-44 years old,Master’s degree,IT (Information Technology),No,Manager,No
205,4-16-20 22:41:47,4-16-20 22:46:15,Yes,Yes,Use vpn,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Agree,Undecided,Agree,Agree,Agree,Agree,Agree,45-54 years old,Doctorate degree,IT (Information Technology),No,IT professional,No
206,4-16-20 22:52:01,4-16-20 22:55:15,Yes,No,No,Laptop;,No,Corporate assets,No,Password protection;Automatic screen lock;Hard disk encryption;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,35-44 years old,Master’s degree,Transport,No,IT professional,No
207,4-16-20 23:26:26,4-16-20 23:31:06,No,Yes,No,Laptop;,No,Corporate assets,No,Password protection;Automatic screen lock;Hard disk encryption;Antivirus software installed;,Using VPN ,No,No,No,Yes,Scheduling;Real-time chatting;Teleconferencing;,None;,No,Undecided,Undecided,Undecided,Undecided,Undecided,Agree,Agree,35-44 years old,Master’s degree,Telecommunications,No,Manager,No
208,4-17-20 0:12:41,4-17-20 0:16:31,Yes,Yes,No,Laptop;,No,Corporate assets,"Yes, partly",Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,45-54 years old,Master’s degree,Telecommunications,No,IT professional,No
209,4-17-20 2:30:19,4-17-20 2:35:01,Yes,Yes,No,Laptop;Smartphone;,No,Corporate assets,"Yes, partly",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,Yes,User manual documentation (distributed in any way);Instructions available to the corporate portal or website;Instructions provided via email;,Yes,Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,Other;,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,45-54 years old,Professional degree,Telecommunications,No,Security professional,No
210,4-17-20 8:47:32,4-17-20 8:58:35,No,No,No,Desktop;,No,Personal assets,No,Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,Phishing;,No,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,45-54 years old,Bachelor’s degree,EPES (Electrical Power & Energy Systems),No,IT professional,No
211,4-17-20 10:44:08,4-17-20 10:48:06,No,Yes,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Antivirus software installed;,Using VPN ,No,No,No,Yes,Real-time chatting;Teleconferencing;,None;,No,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,35-44 years old,Master’s degree,Telecommunications,No,Other,No
212,4-17-20 15:10:27,4-17-20 15:21:59,No,No,No,Laptop;,No,Personal assets,No,Password protection;,Using VPN ,No,No,No,Yes,Real-time document co-authoring;Scheduling;,None;,No,Agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,45-54 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Manager,No
213,4-17-20 15:31:58,4-17-20 15:37:15,No,No,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Agree,Undecided,Disagree,Undecided,Undecided,Undecided,Agree,45-54 years old,Master’s degree,Telecommunications,No,IT professional,No
214,4-17-20 15:39:02,4-17-20 15:42:12,Yes,No,No,Laptop;,No,Personal assets,No,Password protection;Two-factor authentication;Antivirus software installed;Antispam software installed;,Other,remote desktop,No,No,No,No,Ransomware;,No,Undecided,Undecided,Agree,Strongly agree,Agree,Agree,Agree,35-44 years old,Doctorate degree,Education & Research,No,Researcher,No
215,4-17-20 16:00:49,4-17-20 16:09:52,Yes,No,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;Hard disk encryption;Antivirus software installed;,Using VPN ,No,No,No,No,No,Phishing;,No,Agree,Undecided,Undecided,Agree,Strongly agree,Strongly agree,Agree,25-34 years old,Doctorate degree,EPES (Electrical Power & Energy Systems),No,Researcher,No
216,4-21-20 11:34:44,4-21-20 11:37:01,No,Yes,No,Laptop;,No,Corporate assets,"Yes, partly",Password protection;,Using VPN ,No,No,No,Yes,Document management;,None;,No,Strongly disagree,Strongly disagree,Undecided,Agree,Disagree,Agree,Undecided,18-24 years old,Bachelor’s degree,Transport,No,Other,No
217,4-22-20 13:11:12,4-22-20 13:17:34,Yes,Yes,Use VPN,Laptop;,Yes,Corporate assets,No,Password protection;Automatic screen lock;,Using VPN ,No,Yes,Nothing of the above;,Yes,Scheduling;Real-time chatting;Teleconferencing;,Phishing;,No,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,35-44 years old,"Some college credit, no degree",EPES (Electrical Power & Energy Systems),No,IT professional,No
218,4-22-20 13:19:23,4-22-20 13:21:22,No,No,No,Laptop;,No,Personal assets,No,Two-factor authentication;Automatic screen lock;Antivirus software installed;,Using VPN ,No,Yes,Instructions provided via email;,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Teleconferencing;,None;,No,Agree,Agree,Agree,Undecided,Agree,Agree,Undecided,55-64 years old,Bachelor’s degree,Transport,No,Manager,No
219,4-22-20 21:15:57,4-22-20 21:30:20,Yes,Yes,keep the system constantly updated; don't share credentials with any third party; ensure proper access control measures for video conferences; call the admin if something happens,Laptop;Smartphone;,No,Personal assets,No,Password protection;Automatic screen lock;Antivirus software installed;,Using VPN ,No,Yes,Instructions available to the corporate portal or website;Instructions provided via email;,Yes,Document management;Real-time document co-authoring;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,35-44 years old,Doctorate degree,Education & Research,No,Researcher,No
220,4-22-20 22:34:37,4-22-20 22:37:01,Yes,No,No,Laptop;Smartphone;,No,Personal assets,No,Password protection;Hard disk encryption;,No Access,No,No,No,No,No,None;,No,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,25-34 years old,Professional degree,Public Sector,No,Other,No
221,4-23-20 8:06:54,4-23-20 8:10:22,Yes,Yes,Lock laptop in a closet when not in use; Avoid speaking about confidential information in shared spaces like balconies,Laptop;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;,None;,No,Undecided,Undecided,Undecided,Agree,Strongly agree,Undecided,Strongly agree,25-34 years old,Master’s degree,Other,Professional Services,Manager,No
222,4-23-20 9:09:09,4-23-20 9:14:22,Yes,Yes,,Laptop;,No,Personal assets,No,Password protection;Automatic screen lock;Hard disk encryption;,Using VPN ,No,No,No,No,No,None;,No,Disagree,Disagree,Disagree,Agree,Undecided,Undecided,Agree,25-34 years old,Master’s degree,Education & Research,No,Researcher,No
223,4-23-20 9:47:35,4-23-20 9:51:02,Yes,No,No,Laptop;,No,Personal assets,No,Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,Yes,Instructions available to the corporate portal or website;,Yes,Document management;Real-time document co-authoring;Real-time chatting;Teleconferencing;,None;,No,Undecided,Disagree,Strongly disagree,Undecided,Disagree,Undecided,Disagree,45-54 years old,Doctorate degree,Public Sector,No,Researcher,No
224,4-23-20 9:11:24,4-23-20 10:38:36,Yes,No,No,Laptop;Tablet;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;Hard disk encryption;Antivirus software installed;,Using VPN ,No,No,No,No,No,Other;,9 year old trojan on a personal backup disk,Agree,Disagree,Undecided,Strongly agree,Agree,Agree,Agree,35-44 years old,Professional degree,Other,Legal,Manager,No
225,4-23-20 10:51:30,4-23-20 10:57:34,Yes,Yes,"Don't open/download files from untrusted senders.
Don't follow links that seem to be spam.
Extensive guidelines about phishing.",Laptop;,Yes,Corporate assets,"Yes, fully",Password protection;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Project/Workflow/Task management;Real-time chatting;Teleconferencing;,None;,None,Undecided,Undecided,Agree,Agree,Agree,Agree,Agree,35-44 years old,Bachelor’s degree,EPES (Electrical Power & Energy Systems),No,Other,-
226,4-23-20 11:17:17,4-23-20 11:20:33,Yes,No,No,Laptop;,No,Personal assets,No,Password protection;Antivirus software installed;,Using VPN ,No,No,No,No,No,None;,None,Strongly agree,Undecided,Agree,Strongly agree,Undecided,Agree,Strongly agree,25-34 years old,Master’s degree,Education & Research,No,Researcher,No
227,4-23-20 11:42:42,4-23-20 11:46:02,Yes,Yes,"vpn access credential mechanisms
updated rules regarding the data mgt & remote desktop precautions",Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;, ,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,45-54 years old,Master’s degree,Telecommunications,No,Manager,No
228,4-23-20 11:41:50,4-23-20 12:09:16,Yes,Yes,"Password secure PC
Never leave VPN unattended
Strong WiFi passwords",Laptop;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Antivirus software installed;Antispam software installed;,Using VPN ,No,Yes,Online training program;User manual documentation (distributed in any way);Instructions available to the corporate portal or website;Instructions provided via email;,Yes,Document management;Project/Workflow/Task management;Real-time chatting;Teleconferencing;,None;,No,Agree,Agree,Undecided,Agree,Agree,Agree,Undecided,35-44 years old,Master’s degree,Other,Energy,Other,"Adding questions, after arriving to the last one, is irritating."
229,4-23-20 12:06:35,4-23-20 12:10:29,Yes,No,No,Laptop;Smartphone;,No,Personal assets,No,Password protection;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Teleconferencing;,None;,No,Undecided,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,25-34 years old,Master’s degree,Education & Research,No,Researcher,No
230,4-23-20 15:15:58,4-23-20 15:19:31,Yes,No,No,Desktop;Laptop;Tablet;Smartphone;,No,Personal assets,No,Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Disagree,Undecided,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,45-54 years old,Master’s degree,Education & Research,No,Manager,No
231,4-23-20 15:43:20,4-23-20 16:12:44,Yes,No,No,Laptop;,No,Corporate assets,No,Password protection;Antivirus software installed;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Document management;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Agree,Undecided,Agree,Agree,Agree,Strongly agree,25-34 years old,Master’s degree,Other,Consulting,Other,No
232,4-23-20 16:38:14,4-23-20 16:40:46,No,No,No,Laptop;,No,Personal assets,No,Password protection;,Direct access,No,No,No,No,No,None;,No,Disagree,Disagree,Undecided,Agree,Agree,Strongly agree,Agree,35-44 years old,Doctorate degree,EPES (Electrical Power & Energy Systems),No,Manager,No
233,4-23-20 17:07:33,4-23-20 17:14:50,Yes,Yes,"avoid using unsecure wireless connections, specific ways for remote accessability to work files",Laptop;,No,Personal assets,No,Password protection;Two-factor authentication;Automatic screen lock;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Document management;Real-time chatting;Teleconferencing;Other;,None;,none,Agree,Agree,Agree,Agree,Agree,Undecided,Agree,25-34 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Other,No
234,4-23-20 17:22:17,4-23-20 17:27:21,Yes,No,No,Desktop;Laptop;,No,Personal assets,No,Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Undecided,Undecided,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25-34 years old,Master’s degree,Education & Research,No,Researcher,No
235,4-24-20 12:28:55,4-24-20 12:33:38,Yes,Yes,,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;Antivirus software installed;,Direct access,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,,Undecided,Undecided,Undecided,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25-34 years old,Master’s degree,IT (Information Technology),No,IT professional,
236,4-24-20 14:20:16,4-24-20 14:32:54,Yes,Yes,"In general, the security policies does not stop at the office door - they have to be fulfilled at home office or mobile working on a business trip, too. Only for the rapid ramp-up phase from ""only few people performing home office"" to ""everybody does it"" there were some minor temporary changes in details.",Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Strongly agree,Agree,Agree,Agree,Disagree,Agree,Agree,35-44 years old,Master’s degree,IT (Information Technology),No,Security professional,No
237,4-24-20 15:45:41,4-24-20 15:52:50,Yes,No,No,Desktop;Laptop;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Automatic screen lock;,Using VPN ,No,No,No,Yes,Document management;Real-time chatting;Teleconferencing;,Phishing;,No,Agree,Agree,Undecided,Strongly agree,Agree,Strongly agree,Strongly agree,35-44 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Other,No
238,4-24-20 15:54:44,4-24-20 15:57:52,No,No,No,Laptop;,No,Personal assets,No,Password protection;,Using VPN ,No,Yes,Instructions provided via email;,No,No,None;,No,Agree,Undecided,Agree,Strongly agree,Strongly agree,Agree,Agree,25-34 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Researcher,No
239,4-24-20 20:22:30,4-24-20 20:38:50,No,Yes,"They provided me with secure, light and flexible software with simple instructions to install and run it.
I have been instructed not to share or send any account information to unauthorized persons.   ",Laptop;,No,Personal assets,No,None of the above;,Using VPN ,No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Undecided,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,35-44 years old,Master’s degree,EPES (Electrical Power & Energy Systems),No,Other,No
240,4-25-20 10:40:38,4-25-20 10:45:56,No,No,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Antivirus software installed;Antispam software installed;,Direct access,No,No,No,Yes,Document management;Real-time chatting;,None;,No,Agree,Agree,Undecided,Agree,Agree,Agree,Agree,35-44 years old,Master’s degree,Health,No,Manager,No
241,4-25-20 11:27:03,4-25-20 11:34:43,Yes,No,No,Laptop;Smartphone;,No,Corporate assets,"Yes, fully",Password protection;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,Yes,Document management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Undecided,Undecided,Undecided,Undecided,Agree,Agree,25-34 years old,Bachelor’s degree,Health,No,Manager,No
242,4-25-20 14:22:17,4-25-20 14:27:24,No,Yes,"Proper position to work
Often breaks
Healthy advice",Laptop;,No,Corporate assets,"Yes, fully",Password protection;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Disagree,Undecided,Disagree,Agree,Agree,Strongly agree,Strongly agree,25-34 years old,Doctorate degree,Health,No,Manager,No
243,4-25-20 14:24:53,4-25-20 14:27:29,Yes,No,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Two-factor authentication;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Agree,Undecided,Disagree,Agree,Strongly agree,Agree,Agree,35-44 years old,Master’s degree,Health,No,Manager,No
244,4-25-20 16:38:09,4-25-20 16:41:36,Yes,Yes,"Extra-attention to phishing
VPN-tunnelling",Desktop;Laptop;,No,Personal assets,No,Password protection;Antivirus software installed;,Using VPN ,No,No,No,Yes,Teleconferencing;,Phishing;,"Zoom-bombing (not encountered personally, though)",Undecided,Undecided,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,45-54 years old,"High school graduate, diploma or the equivalent",Education & Research,No,Researcher,No
245,4-27-20 8:39:36,4-27-20 8:45:59,Yes,No,No,Laptop;Smartphone;,No,Corporate assets,"Yes, partly",Password protection;Antivirus software installed;,Using VPN ,No,Yes,Instructions provided via email;,Yes,Real-time document co-authoring;Real-time chatting;Teleconferencing;,None;,No,Disagree,Strongly disagree,Disagree,Agree,Agree,Agree,Agree,35-44 years old,Doctorate degree,EPES (Electrical Power & Energy Systems),No,Other,No
246,4-27-20 12:49:06,4-27-20 12:52:51,Yes,Yes,No,Desktop;,No,Corporate assets,No,Password protection;Automatic screen lock;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,Phishing;,No,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,45-54 years old,Master’s degree,IT (Information Technology),No,IT professional,No
247,4-27-20 14:42:46,4-27-20 14:54:42,No,No,No,Laptop;Smartphone;,Yes,Personal assets,No,Password protection;Two-factor authentication;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,Yes,Online training program;User manual documentation (distributed in any way);,Yes,Real-time document co-authoring;Teleconferencing;,Spyware/Virus infection;,"
My laptop's camera has been broken two times as a result of the zoom installation. Without a solution by my company",Agree,Undecided,Strongly disagree,Agree,Strongly disagree,Strongly agree,Undecided,35-44 years old,Master’s degree,Education & Research,No,Other,No
248,4-27-20 16:42:44,4-27-20 16:45:48,Yes,Yes,"working hours, mapping resource required, working processes",Laptop;Smartphone;,No,Personal assets,No,Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Agree,Agree,Agree,Agree,Agree,Agree,Agree,35-44 years old,"High school graduate, diploma or the equivalent",Education & Research,No,Manager,No
249,4-28-20 17:02:43,4-28-20 17:08:27,Yes,No,No,Desktop;Laptop;Smartphone;,No,Corporate assets,"Yes, partly",Password protection;Automatic screen lock;Hard disk encryption;,Using VPN ,No,No,No,Yes,Teleconferencing;,Phishing;,spear phising (supervisor fraud),Undecided,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Agree,25-34 years old,Master’s degree,Education & Research,No,IT professional,"Question #3 and #4 are problematic. I use company devices and private devices as well, but it's not possible to account for this constellation 
Question #8 also doesn't take into account that you can have a mixed infrastructure (as we have) consisting of Google Cloud Services and local network shares and web services. So I have to use a VPN and a Cloud provider, dependent on the task I have to achieve."
250,4-28-20 17:38:26,4-28-20 18:15:43,Yes,Yes,No,Desktop;Laptop;Tablet;Smartphone;,No,Corporate assets,"Yes, partly",Hard disk encryption;Antivirus software installed;,Using VPN ,No,No,No,Yes,Real-time chatting;Teleconferencing;,Phishing;,No,Undecided,Undecided,Agree,Agree,Agree,Agree,Agree,45-54 years old,Associate degree,IT (Information Technology),No,IT professional,No
251,4-29-20 20:51:48,4-29-20 20:58:13,No,Yes,"Use the VPN for business only purposes, avoid unnecessary activities to reduce burden of VPN server/gateway, avoid third  party remote connection tools",Laptop;,No,Corporate assets,"Yes, partly",Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,Using VPN ,No,No,No,No,No,None;,No,Undecided,Agree,Agree,Agree,Agree,Undecided,Agree,35-44 years old,Master’s degree,IT (Information Technology),No,IT professional,No
252,4-30-20 11:39:39,4-30-20 11:44:17,Yes,No,No,Desktop;Laptop;Tablet;Smartphone;,No,Personal assets,No,Password protection;Two-factor authentication;Automatic screen lock;Hard disk encryption;Antivirus software installed;Antispam software installed;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Document management;Real-time document co-authoring;Project/Workflow/Task management;Scheduling;Real-time chatting;Teleconferencing;,None;,No,Undecided,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,35-44 years old,Bachelor’s degree,Education & Research,No,IT professional,No
253,4-30-20 11:40:46,4-30-20 11:52:21,Yes,Yes,No,Laptop;Smartphone;,No,Personal assets,No,Password protection;Automatic screen lock;Antivirus software installed;,"Using 3rd party cloud solutions (e.g. G Cloud, Microsoft 365)",No,No,No,Yes,Project/Workflow/Task management;Real-time chatting;,None;,No,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,18-24 years old,Bachelor’s degree,IT (Information Technology),No,IT professional,No
254,4-30-20 11:51:20,4-30-20 11:53:37,Yes,No,No,Laptop;,No,Corporate assets,"Yes, fully",Password protection;Antivirus software installed;,Direct access,No,No,No,Yes,Document management;Real-time document co-authoring;Real-time chatting;Teleconferencing;,None;,No,Agree,Agree,Undecided,Strongly agree,Agree,Strongly agree,Strongly agree,35-44 years old,Doctorate degree,Education & Research,No,Manager,No
255,4-30-20 11:43:44,4-30-20 13:18:43,No,No,No,Desktop;,No,Personal assets,No,Password protection;,Using VPN ,No,Yes,User manual documentation (distributed in any way);Instructions available to the corporate portal or website;,Yes,Teleconferencing;,None;,No,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,35-44 years old,"Some college credit, no degree",Education & Research,No,Other,No
